url;threatType;platformType;threatEntryType
967dy.com;MALWARE;ANY_PLATFORM;URL
yoursafemedia4upgrading.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yoursafemedia4upgrading.download;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
nowupdate4freesetformacandpc.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourbiggestandbestupgrades.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
uwkbdxqmyomancy.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
youku96.com;MALWARE;ANY_PLATFORM;URL
cjyyonline.com;MALWARE;ANY_PLATFORM;URL
thebiggerandbetterupdating.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
szdaogou.cn;MALWARE;ANY_PLATFORM;URL
trsup.cf;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
nowuptimefree4systemsmacandpc.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
89tv.cc;MALWARE;ANY_PLATFORM;URL
97pd.com;MALWARE;ANY_PLATFORM;URL
ready4maintainsysforpcandmac.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
nowcheckfree4systemmacandpc.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
keynotesmedia4updatinglalways.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
bestfabolousupdatesyoushouldtrysafe.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
hindimp3.mobi;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
4000151318.com;MALWARE;ANY_PLATFORM;URL
gzedu.com;MALWARE;ANY_PLATFORM;URL
kandianying.tv;MALWARE;ANY_PLATFORM;URL
kandianying.tv;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
wujidy.com;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
bestfabolousupdatesyoushouldtrysafe.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
101info.net;MALWARE;ANY_PLATFORM;URL
wecycling.com;MALWARE;ANY_PLATFORM;URL
tuigoo.com;MALWARE;ANY_PLATFORM;URL
theultimatesystemforbigupdates.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
lovedy.net;MALWARE;ANY_PLATFORM;URL
perfectcodeforfreeupdates.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystemforbigupgrades.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
systemerror01x21232.com;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebestandfastest-updatethereis.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
biharmasti.in;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
70jj.com;MALWARE;ANY_PLATFORM;URL
thesafest-content4download.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theperfect-systems4updatesforfree.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
getsoftnowfree4systemsmacandpc.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
tingclass.com;MALWARE;ANY_PLATFORM;URL
ultimatesetnewfreeforeversys.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
jzrsobnfurnisher.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
acmerblog.com;MALWARE;ANY_PLATFORM;URL
extensionsarefunalwayssafe.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
doc-txt.com;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
bestavaliableisntallstodayyoucangetawesome.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
alwaysnewsysformacandpc.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thesafest-content4downloading.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourmedia4safeupdates.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
aiss8.com;MALWARE;ANY_PLATFORM;URL
ready4updatesysforpcandmac.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
rookysubah.com;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
theultimatesystems-forvideoupdate.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
newsandtechadvicesset4ever.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theperfectsystems-pcandmacalike.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
meimei24.com;MALWARE;ANY_PLATFORM;URL
checksoftpreparedformacandpc.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
checksoftpreparedformacandpc.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
update2newsysforpcandmac.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yoursafemedia4upgrade.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystems-forvideoupdates.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
aqdyam.com;MALWARE;ANY_PLATFORM;URL
preparealways2systems4update.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
voirfoot.com;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebestandfastestupdatethereisgo.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebestandfastestupdatethereisgo.top;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
acoupleofgiftstoday.stream;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
cc-manhua.com;MALWARE;ANY_PLATFORM;URL
thebestandsafestandfastmediasoft2upgrading.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebestandsafestandfastmediasoft2upgrading.top;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
updatesoftsysforpcandmac.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
pbg.com.cn;MALWARE;ANY_PLATFORM;URL
lastversionsysformacandpc.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
gobee.cn;MALWARE;ANY_PLATFORM;URL
caup.net;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
getsoftsyouwillinstallright.pro;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
theultimatesystemforbigupdates.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
ljidepjmodelli.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourbiggestandbestupdatingsoft.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
inmur.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thesafeandfreeupdateoperatingsystem.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thesafeandfreeupdateoperatingsystem.top;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
perfectcodeforfreedeveloped4you.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystemforsoftdownload.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
2kuai.com;MALWARE;ANY_PLATFORM;URL
yourbiggestandbestupgrades.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
perfectcodeforfreedevelopedforyou.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thesafest-softcenter4u.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
prepareupdatefree4systemsmacandpc.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
gettyinstallsyouwilllovefree.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystemforbigupgrading.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
24check4updatesfree4systemsmacandpc.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
nowupfree4systemsmacandpc.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
custometryd.info;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
updatesoftwaresysforpcandmac.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
jdownloader.com;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
theperfect-systems4updatesforfree.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theperfectserver4pcandmacs.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thesafeandfreeupdatesystem.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thesafeandfreeupdatesystem.download;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
howgetnewupdatesandinstallsalwaysfree.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
gtp.cn;MALWARE;ANY_PLATFORM;URL
beautyleg9.com;MALWARE;ANY_PLATFORM;URL
casinogamesonnet.com;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
m1ys.com;MALWARE;ANY_PLATFORM;URL
theultimatesystemforbigupdate.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourbiggestandbestupdatessoft.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystemforbigupgrades.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystemforsoftdownload.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
xizang8848.com;MALWARE;ANY_PLATFORM;URL
noteupgradesysformacandpc.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
perfectcodeforfreepcandmac.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystemforbigupgrade.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
ultimatesetreadysystems2updatenow.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
perfectcodeforfreeupdates.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
ready4maintainsysforpcandmac.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
nyq.cn;MALWARE;ANY_PLATFORM;URL
yourultimateupdater4new.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
soft-centresyspcandmacalike.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thenameaid.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebiggerandbetterupdates.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebigandsafe4upgrading.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theperfect-system4updates.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
ready4newsoftsysforpcandmac.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
keynotesmedia4updatinglalways.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystemforbigupdating.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
bestfabolousupdatesyoushouldtrytoday.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebigandsafe4upgrades.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
setupnowsysformacandpc.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
kinolike.ru;MALWARE;ANY_PLATFORM;URL
getsoftsyouwillinstallright.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
kltvv.com;MALWARE;ANY_PLATFORM;URL
updatesoftwaresysforpcandmac.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
zocbokcapsized.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
upgradegetsysformacandpc.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatevideoandaudiomediaupgrade.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatevideoandaudiomediaupgrade.pw;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
ttzx.tv;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
creamsweater.bid;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
theperfectserverforpcandmac.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
sfilm.com;MALWARE;ANY_PLATFORM;URL
xinxin44.pw;MALWARE;ANY_PLATFORM;URL
pleaseupdatesysformacandpc.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
livecheckultimateformacandpc.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
bookmove.us;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
jxqtwcwilders.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
topisburke.com;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
nowfree4systemmacandpc.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
mingjin8.cc;MALWARE;ANY_PLATFORM;URL
gettyinstallsyouwilllovesafe.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
crzsmartlist36.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
getallyouneedforeveryonetohaveit.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourbiggestandbestupgrading.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
focusvampire.date;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
newupgradesystemfree4systemsmacandpc.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
lvvuhjgallants.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
soft-centre4systemspcandmacalike.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thesafestmedia2upgrade.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thesafestmedia2upgrade.download;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
newsandtechadvicesset4.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
lastversionsysforpcandmac.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
livecheck4updatefreeforsystemspcandmacalike.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
028nb.com;MALWARE;ANY_PLATFORM;URL
lifechangeweb.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
shh288.com;MALWARE;ANY_PLATFORM;URL
perfectcodeforfreepcandmac.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourbiggestandbestupdatesoft.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
qtzr.net;MALWARE;ANY_PLATFORM;URL
thebestandfastest-updatethereis.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
laodidian.com;MALWARE;ANY_PLATFORM;URL
newupgradesystemreadyformacandpc.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
tongbaiyi.com;MALWARE;ANY_PLATFORM;URL
com-msoft423.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystemforbigupdate.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
aqdyan.com;MALWARE;ANY_PLATFORM;URL
theperfectsoft-centresystemsoldest.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourultimateupdaterfornow.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
generalfil.es;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
wz123.com;MALWARE;ANY_PLATFORM;URL
bigoneway.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
desirocker.in;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
ifengwoo.com;MALWARE;ANY_PLATFORM;URL
bs2005.com;MALWARE;ANY_PLATFORM;URL
howgetnewupdatesandinstallsalways.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
getallyouneedforeveryonetohaveitgreat.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theperfect-systems4upgradesforfree.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
aqdyae.com;MALWARE;ANY_PLATFORM;URL
yourbiggestandbestupdatingsoft.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
kpbhqeaspecula.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
preparealways2systems4upgrade.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theperfectsoftsystems-4videopcandmac.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
b5225.com;MALWARE;ANY_PLATFORM;URL
horsewrench.bid;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
thesafestandultimate-softsystem.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystemforbigupgrading.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
ready4updatesysforpcandmac.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theperfect-systemsforupdatesforfree.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theperfect-systemsforupdatesforfree.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
perfect-center4newsoftwarepcandmac.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourbiggestandbestupdatessoft.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
99ddd.com;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
zxysz.com;MALWARE;ANY_PLATFORM;URL
bestfabolousupdatesyoushouldtrynow.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
installupgradefreeforsystemspcandmac.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourbiggestultimateupgrades.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
ready4maintainsysforpcandmac.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theperfectsystems-macandpcalikes.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
getsoftsyouwillinstallrightawaygreat.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
nowuptimefree4systemsmacandpc.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
nsyff.com;MALWARE;ANY_PLATFORM;URL
system-issue-no40087-system.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourbiggestandbestupgrades.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thesafestmedia2upgrades.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thesafestmedia2upgrades.top;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
ttmj.cc;MALWARE;ANY_PLATFORM;URL
vivaciousprizes.date;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
5adm.net;MALWARE;ANY_PLATFORM;URL
fulizj.com;MALWARE;ANY_PLATFORM;URL
mchanmai.com;MALWARE;ANY_PLATFORM;URL
perfect-codeforfreedeveloped4you.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
goodupdatesyouwillusenow.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
52xfc.com;MALWARE;ANY_PLATFORM;URL
lastworkingfreeforpcandmacalike.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
perfectcodeforfreeupgrades.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
getsoftsyouwillinstallrightaway.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
whaletail-forum.com;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
goodupdatesyouwillusealways.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
soft-centre4systemspcandmacalikes.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
netappprepareforpcandmac.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
shjmpt.com;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
newsandtechadvicesset4video.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theperfectsystems-macandpcalikes.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
bao52.com;MALWARE;ANY_PLATFORM;URL
thebigandsafe4upgrades.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebigandsafe4upgrades.pro;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
theperfectsystems4updates.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
getsoftsyouwillinstallrightawaygreat.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thesoft-center4everyone.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
adbyby.com;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
noteupgradesysformacandpc.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
getupdatefree4systemsmacandpc.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
nfkv7.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
ultimatesetreadysystems2updatenew.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystemforsoftdownloads.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
ylmil.com;MALWARE;ANY_PLATFORM;URL
meijuba.net;MALWARE;ANY_PLATFORM;URL
jindi.com;MALWARE;ANY_PLATFORM;URL
yoursafemedia4upgrading.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
24check4updatesfree4systemsmacandpc.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theperfectsoft-centresystemsoldest.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystemforbigupdate.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
mp3fly.in;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
tuigirl.co;MALWARE;ANY_PLATFORM;URL
option4life1.com;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
noteupgradesysformacandpc.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
bestfabolousupdatesyoushouldtryfree.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatevideoandaudio-media2upgrade.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
ultimatesetnewfreeforeversys.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
newsoftreadyfreeforsystemspcandmac.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thesafestandultimatesoft-system.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
bestavaliableisntallstodayyoucangetsafe.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
keynotes4updatingnew.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
crowntrucks.bid;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
howqun.com;MALWARE;ANY_PLATFORM;URL
qiezitv.org;MALWARE;ANY_PLATFORM;URL
nowupfree4systemsmacandpc.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
perfect-center4newsoftwarepcandmac.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
perfectreadysystems4downloadandupdatenew.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thesafestandultimatecode4u.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
7060.la;MALWARE;ANY_PLATFORM;URL
1000dmm.com;MALWARE;ANY_PLATFORM;URL
setupdate24preparedforfreesystems.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
24check4updatesfree4systemsmacandpc.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
readyupdatepreparedforfreesystems.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
freeforallsyspcandmacupdates.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
laiyb.com;MALWARE;ANY_PLATFORM;URL
toonindia.com;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatevideoandaudiomediaupdates.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatevideoandaudiomediaupdates.bid;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
thesafest-content4downloads.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourbiggestandbestupgrading.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebiggerandstableupdate.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
panyisou.com;MALWARE;ANY_PLATFORM;URL
thesafest-softcenter4u.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
perfectghome.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
cab1smartlist1.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
alwaysnewsysformacandpc.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
stampoxen.blogspot.in;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
perfectcodeforfreepcandmac.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
getsoftsyouwillinstallrightawaygreat.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
getsoftsyouwillinstallrightaway.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
softforfastand-safeultimateupgrades.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
xiuren8.com;MALWARE;ANY_PLATFORM;URL
bestfabolousupdatesyoushouldtrynow.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
extensionsarefunalwaysfree.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thesafestandultimatesoft-system.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
setupnowsysformacandpc.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
70dianying.com;MALWARE;ANY_PLATFORM;URL
hkdm123.com;MALWARE;ANY_PLATFORM;URL
soft-centresyspcandmacalikes.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
nowuptimefree4systemsmacandpc.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystemforsoftdownloading.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
softfor-fastandsafeultimateupgrades.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
softfor-fastandsafeultimateupgrades.top;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
get24updatesysforpcandmac.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
xpbitcoin.com;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
newsandtechadvicesset4.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
ysniu.com;MALWARE;ANY_PLATFORM;URL
readyupdate247freshandforfree.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
5mav.com;MALWARE;ANY_PLATFORM;URL
yourultimatefastsystemupdate.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
videoandaudioforeverset.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thesafest-content4download.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
host3v.net;MALWARE;ANY_PLATFORM;URL
lastversionsysformacandpc.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourbiggestandbestupgrading.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
spontaneouswinner.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
getsoftsyouwillinstallrightawaygreat.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
perfectcodeforfreedevelopedforyou.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
norimakichirashi.com;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
thesafest-content4downloads.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebigandsafe4upgrading.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourmedia4safeupdates.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
37rj.com;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
prepareforbiggestupdates.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
4jdm.net;MALWARE;ANY_PLATFORM;URL
daliedu.cn;MALWARE;ANY_PLATFORM;URL
myav1.com;MALWARE;ANY_PLATFORM;URL
dongfangtai.com;MALWARE;ANY_PLATFORM;URL
updatesoftsysforpcandmac.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
gqlhwibmottoes.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebestandsafestandfastmediasoft2upgrading.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebestandsafestandfastmediasoft2upgrading.pw;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
yourbiggestultimateupgrading.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
easmyxrzturnkeys.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
extensionsarefunalwaysgreat.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
liuliu4.com;MALWARE;ANY_PLATFORM;URL
rightcomputerhome.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
ready4newsoftsysforpcandmac.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebigandsafe4upgrading.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
