url;threatType;platformType;threatEntryType
my0514.net;MALWARE;ANY_PLATFORM;URL
yourbiggestandbestupdatesoft.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebestandsafestandfastmediasoft2upgrade.pw;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
keynotesmedia4updatingnow.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
90yxw.com;MALWARE;ANY_PLATFORM;URL
theultimatesystems-forvideoupdates.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
getsoftsyouwillinstallrightawaygreat.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
fodranebluenoses.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
ready4newsoftsysforpcandmac.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
rapidvideo.org;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yoursystemsforvideoandaudioupdates.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yoursystemsforvideoandaudioupdates.club;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
thebestandsafestandfastmediasoft2upgrading.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebestandsafestandfastmediasoft2upgrading.info;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
thebestandsafestandfastmediasoft2upgrade.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
17research.com;MALWARE;ANY_PLATFORM;URL
updatesoftwaresysforpcandmac.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
extensionsarefunalways.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
kenxing.com;MALWARE;ANY_PLATFORM;URL
youdvvmacfile.com;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
yourultimateupdater4now.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourmedia4safeupdating.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
bwzhibo.net;MALWARE;ANY_PLATFORM;URL
thesafestmedia2update.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thesafestmedia2update.info;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
jiaofanba.com;MALWARE;ANY_PLATFORM;URL
xgyw.cc;MALWARE;ANY_PLATFORM;URL
app2updateprepareforpcandmac.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
pcplanreliablecloudsolutions.online;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
perfectcenter4newsoftwarepcandmac.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
finishedupdatefreeforsystemsmacandpc.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebestandsafestandfastmediasoft2upgrade.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
the-ultimatevideoandaudiomedia2upgrade.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
perfectcenterfornewsoftwarepcandmac.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
perfect-centerfornewsoftwarepcandmac.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
systemheadingzone.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystemforbigupdating.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
perfectcodeforfreedevelopedforyou.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
perfectcenterfornewsoftwarepcandmac.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
bitkitty.org;MALWARE;ANY_PLATFORM;URL
yourbiggestandbestupdatessoft.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourbiggestandbestupgrades.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystems-forvideoupdates.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebiggerandstableupdating.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebiggerandstableupdating.pw;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
rvo3ace.blogspot.com;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
winninginterest.cricket;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
nowinstallupgradefreeforsystemspcandmacs.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
nowupgrade24freeforsystemsetpcandmac.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
joomlaspanish.org;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
eeussk.com;MALWARE;ANY_PLATFORM;URL
thebestandsafestandfastmediasoft2upgrades.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
softforfastandsafeultimate-upgrades.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
softforfastandsafeultimate-upgrades.download;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
jinhiongiscared.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourultimateupdaterfornow.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebiggerandbetterupdatingnew.club;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
thebiggerandbetterupdatesnew.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebiggerandbetterupdatesnew.pw;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
alwaysnewsysformacandpc.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
newalwayspreparedformacandpc.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thesoft-center4everyone.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourbiggestandbestupgrading.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
51-jia.com;MALWARE;ANY_PLATFORM;URL
dcristo.net;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
2nowupsysformacandpc.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thesafestandultimatesoftsystem.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
bjrenan.com;MALWARE;ANY_PLATFORM;URL
fuyunys.com;MALWARE;ANY_PLATFORM;URL
upgradegetsysformacandpc.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
2016win10.com;MALWARE;ANY_PLATFORM;URL
youxiaxiazai.com;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
livesupdradesfreeforsyspcandmacalike.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thefinalsystemsforpcandmac.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystemforsoftdownloads.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
leakedzip.com;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystemforbigupgrade.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
deniedaccess545401.com;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourmedia4safeupdate.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourmedia4safeupdate.club;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
boclur.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
xiawa66.bid;MALWARE;ANY_PLATFORM;URL
immediadement-arretez-ezhez-identfcie-lj0987885f654dd7-r-6590.com;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatevideoandaudiomediaupdate.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
lmyyirldliveried.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebestandsafestandfastmediasoft2upgrade.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebestandsafestandfastmediasoft2upgrade.win;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
x264.video;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
dcvayyakking.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thesafest-softcenter.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourultimatefastsystemupgrades.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourultimatefastsystemupgrades.club;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
soft-centresyspcandmacalikes.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
nv08.com;MALWARE;ANY_PLATFORM;URL
thebiggerandstableupdate.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystems-forvideoupdates.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thesafestandultimatesoft-system.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
hebaox.com;MALWARE;ANY_PLATFORM;URL
getsoftsthatyouwillinstallrightawayamazing.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
whh390.com;MALWARE;ANY_PLATFORM;URL
thebiggerandstable2update.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
300usdcon.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
dengerdj.net;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thesafest-content4downloading.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
viruscombat.accountant;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebiggerandstable2updating.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourbiggestandbestupgrade.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebiggerandstable2updates.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebiggerandstable2updates.win;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
prowebworld.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
cmmov.cc;MALWARE;ANY_PLATFORM;URL
thebigandsafe2upgrades.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystemforbigupdates.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
bxacg.com;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
thesoft-center4me.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
lolbottraffic.info;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
xunleitai.com;MALWARE;ANY_PLATFORM;URL
softforfastandsafeultimateupdate.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
softforfastandsafeultimateupdate.bid;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
alwaysnewpreparedformacandpc.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimate-videoandaudiomedia2upgrade.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
haokan666.top;MALWARE;ANY_PLATFORM;URL
silkhorn.bid;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
cantfigureout.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
acgzone.us;MALWARE;ANY_PLATFORM;URL
jijisou.com;MALWARE;ANY_PLATFORM;URL
thebestandfastest-updatethereis.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thesafeandfree-updateoperatingsystem.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thesafeandfree-updateoperatingsystem.download;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
77union.cn;MALWARE;ANY_PLATFORM;URL
thestable-andfastupdate4media.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thestable-andfastupdate4media.info;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
yourultimateupdaterfornow.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
promotion-traffic.com;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
jattmovies.co;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
btdygod.com;MALWARE;ANY_PLATFORM;URL
thebiggerandstableupdating.club;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
perfectcenter4newsoftwarepcandmac.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
i3x.cc;MALWARE;ANY_PLATFORM;URL
pyaephyo.com;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
antimage.party;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebestandfastestupdatethereisset.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
marchinodanews.com;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
1-vr.ru;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
imqst.com;MALWARE;ANY_PLATFORM;URL
theultimatevideoandaudiomediaupgrade.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatevideoandaudiomediaupgrade.top;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
flkong.net;MALWARE;ANY_PLATFORM;URL
laoxunlei.com;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
nowgetsoftfreeforsystemssetpcandmac.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
lifanku.cc;MALWARE;ANY_PLATFORM;URL
alwaysnewpreparedformacandpc.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
soft-centre4systemspcandmacalikes.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
alwaysnewpreparedformacandpc.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
keynotesmedia4updatingnew.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
imagedomino.com;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
ultimatesetnowfreeforeversys.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
90yu.cn;MALWARE;ANY_PLATFORM;URL
thebestandsafestandfastmediasoft2upgrades.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebiggerandstable2update.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
perfect-centerfornewsoftwarepcandmac.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
perfectcodeforfreedeveloped4u.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
prepareforbiggestmediaupdating.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
prepareforbiggestmediaupdating.top;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
theultimatesystems-forvideoupdate.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
earngiantmediahub.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebiggerandstableupdating.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
prepareforbiggestmediaupdates.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
prepareforbiggestmediaupdates.club;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
repianvv.pw;MALWARE;ANY_PLATFORM;URL
keynotesmedia4updatinglalways.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourmedia4safeupdates.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourmedia4safeupdates.club;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
youtorrent.com;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
igusosemet.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystemforbigupgrade.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebestandfastestupdatethereis.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theperfectsoft-centresystemsoldest.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
noteupgradesystemfree4systemsmacandpc.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
domaintheperfectsystemsfree4video2updatesall.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
storemakesense.review;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
fringers.net;MALWARE;ANY_PLATFORM;URL
scuffvwruwol.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
soft-centresyspcandmacalike.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
ligui.com;MALWARE;ANY_PLATFORM;URL
theultimatesystemforbigupdates.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
hotsk.com;MALWARE;ANY_PLATFORM;URL
preparealways2systems4upgrade.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
xy024.com;MALWARE;ANY_PLATFORM;URL
wapmacha.com;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
livecheck4updatefreeforsystemspcandmacalike.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystemforbigupgrade.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
upgradegetsysformacandpc.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
down-games.ru;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
thebiggerandstable2updates.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
readynewsoftfree4pcandmac.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebiggerandstable2updates.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebestandsafestandfastmediasoft2upgrade.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebestandsafestandfastmediasoft2upgrade.pro;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
yourbiggestandbestupdatingsoft.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
happyforyou.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
update2newsysforpcandmac.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
ultrawebtechsolutions.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
getsoftsyouwillinstallrightaway.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thefinalsystemformacandpc.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
perfectcodeforfreepcandmac.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
prepareforbiggestmediaupdate.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
howgetnewupdatesandinstallsalwaystoday.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebigandsafe4upgrade.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
zango.com;MALWARE;ANY_PLATFORM;URL
thebiggerandstableupdate.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebiggerandstableupdate.top;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
soft-centre4systemspcandmacalike.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
pipemeasure.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourbiggestandbestupgrading.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
surwap.in;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
nckugeredargue.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
neihano.com;MALWARE;ANY_PLATFORM;URL
getsoftsyouwillinstallright.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
dispotv.com;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
sixdvvgmacfile.com;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
ukssgqezzlate.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystemforsoftdownloading.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
ezjjdqvaginant.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
perfectcenter4newsoftwarepcandmac.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
lqsuygcwvarletry.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
9see.com;MALWARE;ANY_PLATFORM;URL
torrentkitty.co;MALWARE;ANY_PLATFORM;URL
bttop.net;MALWARE;ANY_PLATFORM;URL
whimsical.party;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
check4freesysformacandpc.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
pigumao0ii.men;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theperfectsoftsystems-4videopcandmac.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
noteupgradesysformacandpc.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
bestfabolousupdatesyoushouldtrysafe.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
newupgradesystemreadyformacandpc.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
noteupgradesystemfree4systemsmacandpc.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebiggerandstable2updates.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
softforfastandsafeultimateupdating.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
softforfastandsafeultimateupdating.download;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
wxdm.net;MALWARE;ANY_PLATFORM;URL
thesafest-softcenter4u.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
mydispetchpro.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
perfectforeversystems-pcandmacalike.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
perfectforeversystems-pcandmacalike.pro;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
fhflb.com;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
yourbiggestandbestupdatessoft.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
iiivi.cn;MALWARE;ANY_PLATFORM;URL
yourmedia4safeupdates.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourmedia4safeupdates.download;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
vaqiqi.com;MALWARE;ANY_PLATFORM;URL
nowupgrade24freeforsystemsetpcandmac.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystemforsoftdownloads.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebestandsafestandfastmediasoft2upgrading.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebestandsafestandfastmediasoft2upgrading.download;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
getallyouneedforeveryonetohaveitbest.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
igelou.com;MALWARE;ANY_PLATFORM;URL
99ib.cc;MALWARE;ANY_PLATFORM;URL
520227.com;MALWARE;ANY_PLATFORM;URL
heartfullofsoulaholic.ru;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
startechsol.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
nowversionfreeforsystemsetpcandmac.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
perfect-centerfornewsoftwarepcandmac.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
donlotin.com;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theperfect-system4updates.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
newwebsoft.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
hackfaq.net;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
aivideo.net;MALWARE;ANY_PLATFORM;URL
aivideo.net;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
theperfect-centerfornowsoftpcandmac.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
bestavaliableisntallstodayyoucangetbest.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
tipdm.com;MALWARE;ANY_PLATFORM;URL
system-issue-no50014-system.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
hlpabxubordello.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
alwaysnewsysformacandpc.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
softforfastandsafeultimate-upgrades.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
softforfastandsafeultimate-upgrades.info;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
brain2unleash-c.asia;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
time-for-the-prize.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
urgrove.com;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
lht.cc;MALWARE;ANY_PLATFORM;URL
prepareforbiggestupdates.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystemforbigupgrades.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
xorwebworld.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
populargif.com;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystemforbigupgrades.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
ttwpk.cn;MALWARE;ANY_PLATFORM;URL
xinfanhao.net;MALWARE;ANY_PLATFORM;URL
ultimatesetreadysystems2updatenow.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
prepareforbiggestupdating.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
softfor-fastandsafeultimateupgrades.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
softfor-fastandsafeultimateupgrades.pw;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
nowinstallupgradefreeforsystemspcandmac.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
os688.com;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
theperfectsoftsystems-forvideopcandmacs.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
perfect-center4newsoftwarepcandmac.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
sakooye9.ir;MALWARE;ANY_PLATFORM;URL
bhimanalbatraoz.ru;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
thesafest-content4downloads.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
flvbox.net;MALWARE;ANY_PLATFORM;URL
getsoftsthatyouwillinstallrightawayfree.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
cf91.com;MALWARE;ANY_PLATFORM;URL
keynotesmedia4updatingnow.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thebigandsafe4upgrade.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
prepareforbiggestmediaupdates.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
myrondellflamme.pw;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
662p.com;MALWARE;ANY_PLATFORM;URL
662p.com;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
theperfect-centerfornowsoftpcandmac.win;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
3lsoft.com;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
watch32.ws;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
rojadirectarojadirecta.com;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
duanxinhongzha.com;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
thebigandsafe4upgrades.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
getsoftsthatyouwillinstallrightawayamazing.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
chnren.com;MALWARE;ANY_PLATFORM;URL
hnjhzm.com;MALWARE;ANY_PLATFORM;URL
btsuo.com;MALWARE;ANY_PLATFORM;URL
caomz1.com;MALWARE;ANY_PLATFORM;URL
nowupfree4systemsmacandpc.download;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
lucrativeaward.review;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
theultimatesystems-forvideoupgrade.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
getallyouneedforeveryonetohaveit.top;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
66vvww.com;UNWANTED_SOFTWARE;ANY_PLATFORM;URL
getupdatefree4systemsmacandpc.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yourultimateupdater4new.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
52ra3.com;MALWARE;ANY_PLATFORM;URL
yourbiggestandbestupgrade.bid;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
couchtuner.ch;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
newupgradesystemreadyformacandpc.pw;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
thesafest-content4download.club;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
readyupdatepreparedforfreesystems.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
winningrockstars.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
soft-centre4systemspcandmacalikes.info;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
yoursystemsforvideoandaudioupdate.pro;SOCIAL_ENGINEERING;ANY_PLATFORM;URL
